101,-1,1870,732,29,44,1,-1,-1,-1
101,-1,1590,720,44,74,1,-1,-1,-1
101,-1,1110,669,127,102,1,-1,-1,-1
101,-1,908,604,26,42,1,-1,-1,-1
101,-1,1630,599,209,307,1,-1,-1,-1
101,-1,858,598,42,67,1,-1,-1,-1
101,-1,1617,569,23,82,1,-1,-1,-1
101,-1,755,550,52,81,1,-1,-1,-1
101,-1,0,542,46,180,1,-1,-1,-1
101,-1,1577,531,38,93,1,-1,-1,-1
101,-1,1310,524,57,114,1,-1,-1,-1
101,-1,143,524,30,62,1,-1,-1,-1
101,-1,256,522,40,60,1,-1,-1,-1
101,-1,92,486,32,119,1,-1,-1,-1
101,-1,1541,470,37,95,1,-1,-1,-1
101,-1,459,452,117,274,1,-1,-1,-1
101,-1,330,451,91,225,1,-1,-1,-1
101,-1,1333,450,30,65,1,-1,-1,-1
101,-1,131,418,69,113,1,-1,-1,-1
101,-1,1660,409,20,40,1,-1,-1,-1
101,-1,747,381,43,122,1,-1,-1,-1
101,-1,1063,303,169,365,1,-1,-1,-1
101,-1,1364,302,199,601,1,-1,-1,-1
101,-1,1604,211,316,430,1,-1,-1,-1
102,-1,1870,732,28,43,1,-1,-1,-1
102,-1,1590,720,39,73,1,-1,-1,-1
102,-1,1110,683,54,88,1,-1,-1,-1
102,-1,1191,677,72,86,1,-1,-1,-1
102,-1,1137,640,19,39,1,-1,-1,-1
102,-1,0,606,46,116,1,-1,-1,-1
102,-1,908,604,25,54,1,-1,-1,-1
102,-1,852,594,47,71,1,-1,-1,-1
102,-1,1618,584,21,66,1,-1,-1,-1
102,-1,0,561,16,44,1,-1,-1,-1
102,-1,764,541,50,94,1,-1,-1,-1
102,-1,1577,539,31,88,1,-1,-1,-1
102,-1,40,539,19,39,1,-1,-1,-1
102,-1,1316,524,51,82,1,-1,-1,-1
102,-1,143,524,29,62,1,-1,-1,-1
102,-1,257,522,39,57,1,-1,-1,-1
102,-1,1720,512,25,40,1,-1,-1,-1
102,-1,91,486,33,119,1,-1,-1,-1
102,-1,1624,472,67,85,1,-1,-1,-1
102,-1,460,451,116,275,1,-1,-1,-1
102,-1,747,446,30,57,1,-1,-1,-1
102,-1,330,438,92,239,1,-1,-1,-1
102,-1,131,418,69,113,1,-1,-1,-1
102,-1,1654,408,22,41,1,-1,-1,-1
102,-1,773,382,19,39,1,-1,-1,-1
102,-1,1072,306,165,361,1,-1,-1,-1
102,-1,1333,303,242,603,1,-1,-1,-1
102,-1,1601,208,319,697,1,-1,-1,-1
103,-1,1872,733,24,42,1,-1,-1,-1
103,-1,1591,721,37,62,1,-1,-1,-1
103,-1,1224,674,70,83,1,-1,-1,-1
103,-1,1110,639,54,132,1,-1,-1,-1
103,-1,0,626,41,83,1,-1,-1,-1
103,-1,908,605,22,42,1,-1,-1,-1
103,-1,848,594,49,71,1,-1,-1,-1
103,-1,1618,590,20,61,1,-1,-1,-1
103,-1,1580,567,24,68,1,-1,-1,-1
103,-1,775,541,55,109,1,-1,-1,-1
103,-1,38,539,19,39,1,-1,-1,-1
103,-1,144,525,29,61,1,-1,-1,-1
103,-1,257,522,39,57,1,-1,-1,-1
103,-1,91,487,35,118,1,-1,-1,-1
103,-1,750,454,28,49,1,-1,-1,-1
103,-1,460,451,129,275,1,-1,-1,-1
103,-1,332,436,93,261,1,-1,-1,-1
103,-1,132,421,66,108,1,-1,-1,-1
103,-1,1646,405,32,42,1,-1,-1,-1
103,-1,1087,312,162,353,1,-1,-1,-1
103,-1,1309,304,257,606,1,-1,-1,-1
103,-1,1593,206,327,700,1,-1,-1,-1
104,-1,1872,734,23,41,1,-1,-1,-1
104,-1,1591,722,29,46,1,-1,-1,-1
104,-1,1237,672,70,82,1,-1,-1,-1
104,-1,1111,672,53,98,1,-1,-1,-1
104,-1,2,642,38,71,1,-1,-1,-1
104,-1,394,622,33,82,1,-1,-1,-1
104,-1,908,606,20,40,1,-1,-1,-1
104,-1,1695,602,28,71,1,-1,-1,-1
104,-1,848,594,47,71,1,-1,-1,-1
104,-1,1577,593,26,50,1,-1,-1,-1
104,-1,1618,590,20,61,1,-1,-1,-1
104,-1,756,560,19,39,1,-1,-1,-1
104,-1,778,541,53,111,1,-1,-1,-1
104,-1,36,539,21,40,1,-1,-1,-1
104,-1,144,525,29,61,1,-1,-1,-1
104,-1,257,522,39,57,1,-1,-1,-1
104,-1,91,487,35,118,1,-1,-1,-1
104,-1,755,456,23,47,1,-1,-1,-1
104,-1,460,451,130,279,1,-1,-1,-1
104,-1,1333,449,32,64,1,-1,-1,-1
104,-1,333,435,93,214,1,-1,-1,-1
104,-1,132,419,65,111,1,-1,-1,-1
104,-1,1651,405,26,44,1,-1,-1,-1
104,-1,1097,315,161,353,1,-1,-1,-1
104,-1,1309,303,245,609,1,-1,-1,-1
104,-1,1588,204,332,701,1,-1,-1,-1
105,-1,1873,734,19,39,1,-1,-1,-1
105,-1,1111,676,53,93,1,-1,-1,-1
105,-1,1244,672,71,81,1,-1,-1,-1
105,-1,0,641,40,72,1,-1,-1,-1
105,-1,395,622,35,86,1,-1,-1,-1
