Frame#, IDs, xmin, ymin, width, height101,-1,1756,713,52,1471,-1,-1,-1
101,-1,385,677,21,421,-1,-1,-1
101,-1,1631,655,112,2501,-1,-1,-1
101,-1,1741,644,19,391,-1,-1,-1
101,-1,859,624,34,431,-1,-1,-1
101,-1,0,599,28,751,-1,-1,-1
101,-1,1541,584,19,391,-1,-1,-1
101,-1,849,547,19,391,-1,-1,-1
101,-1,465,540,23,491,-1,-1,-1
101,-1,493,539,76,1841,-1,-1,-1
101,-1,92,537,28,531,-1,-1,-1
101,-1,3,535,22,411,-1,-1,-1
101,-1,1310,530,19,391,-1,-1,-1
101,-1,1910,507,10,511,-1,-1,-1
101,-1,1518,499,57,671,-1,-1,-1
101,-1,1628,475,124,891,-1,-1,-1
101,-1,1333,460,19,391,-1,-1,-1
101,-1,329,451,92,2101,-1,-1,-1
101,-1,507,417,75,1181,-1,-1,-1
101,-1,1718,408,28,441,-1,-1,-1
101,-1,770,382,19,391,-1,-1,-1
101,-1,1750,367,109,2371,-1,-1,-1
101,-1,1078,303,158,4641,-1,-1,-1
101,-1,1369,302,174,5991,-1,-1,-1
101,-1,1603,210,196,2531,-1,-1,-1
102,-1,1750,714,58,1481,-1,-1,-1
102,-1,386,679,20,401,-1,-1,-1
102,-1,1192,675,70,831,-1,-1,-1
102,-1,1631,652,112,2531,-1,-1,-1
102,-1,855,624,33,411,-1,-1,-1
102,-1,0,609,22,651,-1,-1,-1
102,-1,495,561,75,1651,-1,-1,-1
102,-1,845,545,20,411,-1,-1,-1
102,-1,508,542,19,391,-1,-1,-1
102,-1,464,540,22,491,-1,-1,-1
102,-1,91,537,29,531,-1,-1,-1
102,-1,1,535,24,411,-1,-1,-1
102,-1,1310,530,19,391,-1,-1,-1
102,-1,1910,507,10,501,-1,-1,-1
102,-1,1537,504,34,651,-1,-1,-1
102,-1,1515,502,22,421,-1,-1,-1
102,-1,1755,490,19,391,-1,-1,-1
102,-1,1078,480,19,391,-1,-1,-1
102,-1,1622,475,129,861,-1,-1,-1
102,-1,1333,460,19,391,-1,-1,-1
102,-1,330,449,93,1561,-1,-1,-1
102,-1,513,418,71,1171,-1,-1,-1
102,-1,1751,402,108,2021,-1,-1,-1
102,-1,1713,398,33,541,-1,-1,-1
102,-1,1097,306,140,4611,-1,-1,-1
102,-1,1367,303,176,6011,-1,-1,-1
102,-1,1597,208,198,2631,-1,-1,-1
103,-1,1524,805,19,391,-1,-1,-1
103,-1,1739,713,69,1621,-1,-1,-1
103,-1,386,679,20,401,-1,-1,-1
